Откуда,Куда,Время отправления,Время прибытия,Время в дороге,Маршрут,Взрослый,Детский
Усть-Лабинск,Светлоград,4:30,8:30,240,350,1000,500
Кропоткин,Курская,5:30,12:15,405,350,1100,550
Кропоткин,Нефтекумск,5:30,11:35,365,350,1000,500
Кропоткин,Советская,5:30,11:20,350,350,1000,500
Кропоткин,Левокумское,5:30,11:00,330,350,1000,500
Кропоткин,Новопавловск,5:30,10:45,315,350,1000,500
Кропоткин,Буденновск,5:30,10:30,300,350,1000,500
Кропоткин,Георгиевск,5:30,10:20,290,350,1000,500
Кропоткин,Пятигорск,5:30,9:35,245,350,1000,500
Кропоткин,Благодарный,5:30,9:25,235,350,1000,500
Кропоткин,Минеральные Воды,5:30,9:15,225,350,1000,500
Кропоткин,Александровское,5:30,8:55,205,350,1000,500
Кропоткин,Светлоград,5:30,8:30,180,350,1000,500
Новоалександровск,Курская,6:10,12:15,365,350,1000,500
Новоалександровск,Нефтекумск,6:10,11:35,325,350,1000,500
Новоалександровск,Советская,6:10,11:20,310,350,1000,500
Новоалександровск,Левокумское,6:10,11:00,290,350,1000,500
Новоалександровск,Новопавловск,6:10,10:45,275,350,1000,500
Новоалександровск,Буденновск,6:10,10:30,260,350,1000,500
Новоалександровск,Георгиевск,6:10,10:20,250,350,1000,500
Новоалександровск,Пятигорск,6:10,9:35,205,350,1000,500
Новоалександровск,Благодарный,6:10,9:25,195,350,1000,500
Новоалександровск,Минеральные Воды,6:10,9:15,185,350,1000,500
Новоалександровск,Александровское,6:10,8:55,165,350,1000,500
Новоалександровск,Светлоград,6:10,8:30,140,350,1000,500
Новотроицкая,Курская,6:40,12:15,335,350,1000,500
Новотроицкая,Нефтекумск,6:40,11:35,295,350,1000,500
Новотроицкая,Советская,6:40,11:20,280,350,1000,500
Новотроицкая,Левокумское,6:40,11:00,260,350,1000,500
Новотроицкая,Новопавловск,6:40,10:45,245,350,1000,500
Новотроицкая,Буденновск,6:40,10:30,230,350,1000,500
Новотроицкая,Георгиевск,6:40,10:20,220,350,1000,500
Новотроицкая,Пятигорск,6:40,9:35,175,350,1000,500
Новотроицкая,Благодарный,6:40,9:25,165,350,1000,500
Новотроицкая,Минеральные Воды,6:40,9:15,155,350,1000,500
Новотроицкая,Александровское,6:40,8:55,135,350,1000,500
Новотроицкая,Светлоград,6:40,8:30,110,350,1000,500
Изобильный,Курская,6:55,12:15,320,350,1000,500
Изобильный,Нефтекумск,6:55,11:35,280,350,1000,500
Изобильный,Советская,6:55,11:20,265,350,1000,500
Изобильный,Левокумское,6:55,11:00,245,350,1000,500
Изобильный,Новопавловск,6:55,10:45,230,350,1000,500
Изобильный,Буденновск,6:55,10:30,215,350,1000,500
Изобильный,Георгиевск,6:55,10:20,205,350,1000,500
Изобильный,Пятигорск,6:55,9:35,160,350,1000,500
Изобильный,Благодарный,6:55,9:25,150,350,1000,500
Изобильный,Минеральные Воды,6:55,9:15,140,350,1000,500
Ставрополь,Курская,7:40,12:15,275,350,1000,500
Ставрополь,Нефтекумск,7:40,11:35,235,350,1000,500
Ставрополь,Советская,7:40,11:20,220,350,1000,500
Ставрополь,Левокумское,7:40,11:00,200,350,1000,500
Ставрополь,Новопавловск,7:40,10:45,185,350,1000,500
Ставрополь,Буденновск,7:40,10:30,170,350,1000,500
Ставрополь,Георгиевск,7:40,10:20,160,350,1000,500
Ставрополь,Пятигорск,7:40,9:35,115,350,1000,500
Ставрополь,Благодарный,7:40,9:25,105,350,1000,500
Ставрополь,Минеральные Воды,7:40,9:15,95,350,1000,500
Ставрополь,Курская,7:50,12:15,265,350,1000,500
Ставрополь,Нефтекумск,7:50,11:35,225,350,1000,500
Ставрополь,Советская,7:50,11:20,210,350,1000,500
Ставрополь,Левокумское,7:50,11:00,190,350,1000,500
Ставрополь,Новопавловск,7:50,10:45,175,350,1000,500
Ставрополь,Буденновск,7:50,10:30,160,350,1000,500
Ставрополь,Георгиевск,7:50,10:20,150,350,1000,500
Ставрополь,Пятигорск,7:50,9:35,105,350,1000,500
Ставрополь,Благодарный,7:50,9:25,95,350,1000,500
Ставрополь,Минеральные Воды,7:50,9:15,85,350,1000,500
Ставрополь,Курская,7:50,12:15,265,350,1000,500
Ставрополь,Нефтекумск,7:50,11:35,225,350,1000,500
Ставрополь,Советская,7:50,11:20,210,350,1000,500
Ставрополь,Левокумское,7:50,11:00,190,350,1000,500
Ставрополь,Новопавловск,7:50,10:45,175,350,1000,500
Ставрополь,Буденновск,7:50,10:30,160,350,1000,500
Ставрополь,Георгиевск,7:50,10:20,150,350,1000,500
Ставрополь,Пятигорск,7:50,9:35,105,350,1000,500
Ставрополь,Благодарный,7:50,9:25,95,350,1000,500
Ставрополь,Минеральные Воды,7:50,9:15,85,350,1000,500
Ставрополь,Курская,7:50,12:15,265,350,1000,500
Ставрополь,Нефтекумск,7:50,11:35,225,350,1000,500
Ставрополь,Советская,7:50,11:20,210,350,1000,500
Ставрополь,Левокумское,7:50,11:00,190,350,1000,500
Ставрополь,Новопавловск,7:50,10:45,175,350,1000,500
Ставрополь,Буденновск,7:50,10:30,160,350,1000,500
Ставрополь,Георгиевск,7:50,10:20,150,350,1000,500
Ставрополь,Пятигорск,7:50,9:35,105,350,1000,500
Ставрополь,Благодарный,7:50,9:25,95,350,1000,500
Ставрополь,Минеральные Воды,7:50,9:15,85,350,1000,500
Ставрополь,Курская,7:50,12:15,265,350,1000,500
Ставрополь,Нефтекумск,7:50,11:35,225,350,1000,500
Ставрополь,Советская,7:50,11:20,210,350,1000,500
Ставрополь,Левокумское,7:50,11:00,190,350,1000,500
Ставрополь,Новопавловск,7:50,10:45,175,350,1000,500
Ставрополь,Буденновск,7:50,10:30,160,350,1000,500
Ставрополь,Георгиевск,7:50,10:20,150,350,1000,500
Ставрополь,Пятигорск,7:50,9:35,105,350,1000,500
Ставрополь,Благодарный,7:50,9:25,95,350,1000,500
Ставрополь,Минеральные Воды,7:50,9:15,85,350,1000,500
Ставрополь,Курская,7:50,12:15,265,350,1000,500
Ставрополь,Нефтекумск,7:50,11:35,225,350,1000,500
Ставрополь,Советская,7:50,11:20,210,350,1000,500
Ставрополь,Левокумское,7:50,11:00,190,350,1000,500
Ставрополь,Новопавловск,7:50,10:45,175,350,1000,500
Ставрополь,Буденновск,7:50,10:30,160,350,1000,500
Ставрополь,Георгиевск,7:50,10:20,150,350,1000,500
Ставрополь,Пятигорск,7:50,9:35,105,350,1000,500
Ставрополь,Благодарный,7:50,9:25,95,350,1000,500
Ставрополь,Минеральные Воды,7:50,9:15,85,350,1000,500
Тула,Батайск,13:45,3:10,805,341,3500,1750
Москва,Воронеж,12:15,18:15,360,5,2000,1000
Москва,Изобильный,12:15,6:15,1080,5,3000,1500
Москва,Новоалександровск,12:15,4:55,1000,5,3000,1500
Москва,Новотроицкая,12:15,5:45,1050,5,3000,1500
Москва,Рыздвяный,12:15,6:39,1104,5,3000,1500
Москва,Солнечнодольск,12:15,5:38,1043,5,3000,1500
Георгиевск,Москва,10:50,13:30,1600,1,2700,1350
Миллерово,Ленинградская,0:25,3:25,180,341,3500,1750
Миллерово,Каневская,0:25,3:55,210,341,3500,1750
Миллерово,Брюховецкая,0:25,4:30,245,341,3500,1750
Миллерово,Тимашевск,0:25,4:55,270,341,3500,1750
Миллерово,Славянск-на-Кубани,0:25,6:25,360,341,3500,1750
Миллерово,Анастасиевская,0:25,6:45,380,341,3500,1750
Миллерово,Темрюк,0:25,7:30,425,341,3500,1750
Миллерово,Тамань,0:25,8:20,475,341,3500,1750
Миллерово,Керчь,0:25,9:40,555,341,3500,1750
Миллерово,Приморский,0:25,10:40,615,341,3500,1750
Миллерово,Береговое,0:25,11:00,635,341,3500,1750
Миллерово,Феодосия,0:25,11:45,680,341,3500,1750
Миллерово,Симферополь,0:25,14:45,860,341,3500,1750
Миллерово,Севастополь,0:25,15:45,920,341,3500,1750
Тарасовский,Ленинградская,0:55,3:25,150,341,3500,1750
Тарасовский,Каневская,0:55,3:55,180,341,3500,1750
Тарасовский,Брюховецкая,0:55,4:30,215,341,3500,1750
Тарасовский,Тимашевск,0:55,4:55,240,341,3500,1750
Тарасовский,Славянск-на-Кубани,0:55,6:25,330,341,3500,1750
Тарасовский,Анастасиевская,0:55,6:45,350,341,3500,1750
Тарасовский,Темрюк,0:55,7:30,395,341,3500,1750
Тарасовский,Тамань,0:55,8:20,445,341,3500,1750
Тарасовский,Керчь,0:55,9:40,525,341,3500,1750
Тарасовский,Приморский,0:55,10:40,585,341,3500,1750
Тарасовский,Береговое,0:55,11:00,605,341,3500,1750
Тарасовский,Феодосия,0:55,11:45,650,341,3500,1750
Тарасовский,Симферополь,0:55,14:45,830,341,3500,1750
Тарасовский,Севастополь,0:55,15:45,890,341,3500,1750
Глубокий,Ленинградская,1:10,3:25,135,341,3500,1750
Глубокий,Каневская,1:10,3:55,165,341,3500,1750
Глубокий,Брюховецкая,1:10,4:30,200,341,3500,1750
Глубокий,Тимашевск,1:10,4:55,225,341,3500,1750
Глубокий,Славянск-на-Кубани,1:10,6:25,315,341,3500,1750
Глубокий,Анастасиевская,1:10,6:45,335,341,3500,1750
Глубокий,Темрюк,1:10,7:30,380,341,3500,1750
Глубокий,Тамань,1:10,8:20,430,341,3500,1750
Глубокий,Керчь,1:10,9:40,510,341,3500,1750
Глубокий,Приморский,1:10,10:40,570,341,3500,1750
Глубокий,Береговое,1:10,11:00,590,341,3500,1750
Глубокий,Феодосия,1:10,11:45,635,341,3500,1750
Глубокий,Симферополь,1:10,14:45,815,341,3500,1750
Глубокий,Севастополь,1:10,15:45,875,341,3500,1750
Каменск-Шахтинский,Ленинградская,1:50,3:25,95,341,3500,1750
Каменск-Шахтинский,Каневская,1:50,3:55,125,341,3500,1750
Каменск-Шахтинский,Брюховецкая,1:50,4:30,160,341,3500,1750
Каменск-Шахтинский,Тимашевск,1:50,4:55,185,341,3500,1750
Каменск-Шахтинский,Славянск-на-Кубани,1:50,6:25,275,341,3500,1750
Каменск-Шахтинский,Анастасиевская,1:50,6:45,295,341,3500,1750
Каменск-Шахтинский,Темрюк,1:50,7:30,340,341,3500,1750
Каменск-Шахтинский,Тамань,1:50,8:20,390,341,3500,1750
Каменск-Шахтинский,Керчь,1:50,9:40,470,341,3500,1750
Каменск-Шахтинский,Приморский,1:50,10:40,530,341,3500,1750
Каменск-Шахтинский,Береговое,1:50,11:00,550,341,3500,1750
Каменск-Шахтинский,Феодосия,1:50,11:45,595,341,3500,1750
Каменск-Шахтинский,Симферополь,1:50,14:45,775,341,3500,1750
Каменск-Шахтинский,Севастополь,1:50,15:45,835,341,3500,1750
Зверево,Славянск-на-Кубани,2:10,6:25,255,341,3500,1750
Зверево,Анастасиевская,2:10,6:45,275,341,3500,1750
Зверево,Темрюк,2:10,7:30,320,341,3500,1750
Зверево,Тамань,2:10,8:20,370,341,3500,1750
Зверево,Керчь,2:10,9:40,450,341,3500,1750
Зверево,Приморский,2:10,10:40,510,341,3500,1750
Зверево,Береговое,2:10,11:00,530,341,3500,1750
Зверево,Феодосия,2:10,11:45,575,341,3500,1750
Зверево,Симферополь,2:10,14:45,755,341,3500,1750
Зверево,Севастополь,2:10,15:45,815,341,3500,1750
Красный Сулин,Славянск-на-Кубани,2:20,6:25,245,341,3500,1750
Красный Сулин,Анастасиевская,2:20,6:45,265,341,3500,1750
Красный Сулин,Темрюк,2:20,7:30,310,341,3500,1750
Красный Сулин,Тамань,2:20,8:20,360,341,3500,1750
Красный Сулин,Керчь,2:20,9:40,440,341,3500,1750
Красный Сулин,Приморский,2:20,10:40,500,341,3500,1750
Красный Сулин,Береговое,2:20,11:00,520,341,3500,1750
Красный Сулин,Феодосия,2:20,11:45,565,341,3500,1750
Красный Сулин,Симферополь,2:20,14:45,745,341,3500,1750
Красный Сулин,Севастополь,2:20,15:45,805,341,3500,1750
Новошахтинск,Славянск-на-Кубани,2:35,6:25,230,341,3500,1750
Шахты,Славянск-на-Кубани,2:35,6:25,230,341,3500,1750
Новошахтинск,Анастасиевская,2:35,6:45,250,341,3500,1750
Шахты,Анастасиевская,2:35,6:45,250,341,3500,1750
Новошахтинск,Темрюк,2:35,7:30,295,341,3500,1750
Шахты,Темрюк,2:35,7:30,295,341,3500,1750
Новошахтинск,Тамань,2:35,8:20,345,341,3500,1750
Шахты,Тамань,2:35,8:20,345,341,3500,1750
Новошахтинск,Керчь,2:35,9:40,425,341,3500,1750
Шахты,Керчь,2:35,9:40,425,341,3500,1750
Новошахтинск,Приморский,2:35,10:40,485,341,3500,1750
Шахты,Приморский,2:35,10:40,485,341,3500,1750
Новошахтинск,Береговое,2:35,11:00,505,341,3500,1750
Шахты,Береговое,2:35,11:00,505,341,3500,1750
Новошахтинск,Феодосия,2:35,11:45,550,341,3500,1750
Шахты,Феодосия,2:35,11:45,550,341,3500,1750
Новошахтинск,Симферополь,2:35,14:45,730,341,3500,1750
Шахты,Симферополь,2:35,14:45,730,341,3500,1750
Новошахтинск,Севастополь,2:35,15:45,790,341,3500,1750
Шахты,Севастополь,2:35,15:45,790,341,3500,1750
Новочеркасск,Славянск-на-Кубани,2:40,6:25,225,341,3500,1750
Новочеркасск,Анастасиевская,2:40,6:45,245,341,3500,1750
Новочеркасск,Темрюк,2:40,7:30,290,341,3500,1750
Новочеркасск,Тамань,2:40,8:20,340,341,3500,1750
Новочеркасск,Керчь,2:40,9:40,420,341,3500,1750
Новочеркасск,Приморский,2:40,10:40,480,341,3500,1750
Новочеркасск,Береговое,2:40,11:00,500,341,3500,1750
Новочеркасск,Феодосия,2:40,11:45,545,341,3500,1750
Новочеркасск,Симферополь,2:40,14:45,725,341,3500,1750
Новочеркасск,Севастополь,2:40,15:45,785,341,3500,1750
Аксай,Керчь,2:50,9:40,410,341,3500,1750
Ростов-на-Дону,Керчь,2:50,9:40,410,341,3500,1750
Аксай,Приморский,2:50,10:40,470,341,3500,1750
Ростов-на-Дону,Приморский,2:50,10:40,470,341,3500,1750
Аксай,Береговое,2:50,11:00,490,341,3500,1750
Ростов-на-Дону,Береговое,2:50,11:00,490,341,3500,1750
Аксай,Феодосия,2:50,11:45,535,341,3500,1750
Ростов-на-Дону,Феодосия,2:50,11:45,535,341,3500,1750
Аксай,Симферополь,2:50,14:45,715,341,3500,1750
Ростов-на-Дону,Симферополь,2:50,14:45,715,341,3500,1750
Аксай,Севастополь,2:50,15:45,775,341,3500,1750
Ростов-на-Дону,Севастополь,2:50,15:45,775,341,3500,1750
Батайск,Керчь,3:10,9:40,390,341,3500,1750
Батайск,Приморский,3:10,10:40,450,341,3500,1750
Батайск,Береговое,3:10,11:00,470,341,3500,1750
Батайск,Феодосия,3:10,11:45,515,341,3500,1750
Батайск,Симферополь,3:10,14:45,695,341,3500,1750
Батайск,Севастополь,3:10,15:45,755,341,3500,1750
Самарское,Керчь,3:20,9:40,380,341,3500,1750
Самарское,Приморский,3:20,10:40,440,341,3500,1750
Самарское,Береговое,3:20,11:00,460,341,3500,1750
Самарское,Феодосия,3:20,11:45,505,341,3500,1750
Самарское,Симферополь,3:20,14:45,685,341,3500,1750
Самарское,Севастополь,3:20,15:45,745,341,3500,1750
Кущевская,Приморский,3:25,10:40,435,341,3500,1750
Ленинградская,Приморский,3:25,10:40,435,341,3500,1750
Кущевская,Береговое,3:25,11:00,455,341,3500,1750
Ленинградская,Береговое,3:25,11:00,455,341,3500,1750
Кущевская,Феодосия,3:25,11:45,500,341,3500,1750
Ленинградская,Феодосия,3:25,11:45,500,341,3500,1750
Кущевская,Симферополь,3:25,14:45,680,341,3500,1750
Ленинградская,Симферополь,3:25,14:45,680,341,3500,1750
Кущевская,Севастополь,3:25,15:45,740,341,3500,1750
Ленинградская,Севастополь,3:25,15:45,740,341,3500,1750
Каневская,Приморский,3:55,10:40,405,341,3500,1750
Каневская,Береговое,3:55,11:00,425,341,3500,1750
Каневская,Феодосия,3:55,11:45,470,341,3500,1750
Каневская,Симферополь,3:55,14:45,650,341,3500,1750
Каневская,Севастополь,3:55,15:45,710,341,3500,1750
Брюховецкая,Приморский,4:30,10:40,370,341,3500,1750
Брюховецкая,Береговое,4:30,11:00,390,341,3500,1750
Брюховецкая,Феодосия,4:30,11:45,435,341,3500,1750
Брюховецкая,Симферополь,4:30,14:45,615,341,3500,1750
Брюховецкая,Севастополь,4:30,15:45,675,341,3500,1750
Тимашевск,Приморский,4:55,10:40,345,341,3500,1750
Тимашевск,Береговое,4:55,11:00,365,341,3500,1750
Тимашевск,Феодосия,4:55,11:45,410,341,3500,1750
Тимашевск,Симферополь,4:55,14:45,590,341,3500,1750
Тимашевск,Севастополь,4:55,15:45,650,341,3500,1750
Славянск-на-Кубани,Приморский,6:25,10:40,255,341,3500,1750
Славянск-на-Кубани,Береговое,6:25,11:00,275,341,3500,1750
Славянск-на-Кубани,Феодосия,6:25,11:45,320,341,3500,1750
Славянск-на-Кубани,Симферополь,6:25,14:45,500,341,3500,1750
Славянск-на-Кубани,Севастополь,6:25,15:45,560,341,3500,1750
Анастасиевская,Приморский,6:45,10:40,235,341,3500,1750
Анастасиевская,Береговое,6:45,11:00,255,341,3500,1750
Анастасиевская,Феодосия,6:45,11:45,300,341,3500,1750
Анастасиевская,Симферополь,6:45,14:45,480,341,3500,1750
Анастасиевская,Севастополь,6:45,15:45,540,341,3500,1750
Темрюк,Севастополь,7:30,15:45,495,341,3500,1750
Тамань,Севастополь,8:20,15:45,445,341,3500,1750
Керчь,Севастополь,9:40,15:45,365,341,3500,1750
Москва,Аксай,10:15,2:50,995,341,3500,1750
Москва,Ростов-на-Дону,10:15,2:50,995,341,3500,1750
Москва,Батайск,10:15,3:10,1015,341,3500,1750
Москва,Самарское,10:15,3:20,1025,341,3500,1750
Москва,Кущевская,10:15,3:25,1030,341,3500,1750
Москва,Ленинградская,10:15,3:25,1030,341,3500,1750
Москва,Каневская,10:15,3:55,1060,341,3500,1750
Москва,Брюховецкая,10:15,4:30,1095,341,3500,1750
Москва,Тимашевск,10:15,4:55,1120,341,3500,1750
Москва,Славянск-на-Кубани,10:15,6:25,1210,341,3500,1750
Москва,Анастасиевская,10:15,6:45,1230,341,3500,1750
Москва,Темрюк,10:15,7:30,1275,341,3500,1750
Москва,Тамань,10:15,8:20,1325,341,3500,1750
Москва,Керчь,10:15,9:40,1405,341,3500,1750
Москва,Приморский,10:15,10:40,1465,341,3500,1750
Москва,Береговое,10:15,11:00,1485,341,3500,1750
Москва,Феодосия,10:15,11:45,1530,341,3500,1750
Москва,Симферополь,10:15,14:45,1710,341,3500,1750
Москва,Севастополь,10:15,15:45,1770,341,3500,1750
Серпухов,Аксай,12:15,2:50,875,341,3500,1750
Серпухов,Ростов-на-Дону,12:15,2:50,875,341,3500,1750
Серпухов,Батайск,12:15,3:10,895,341,3500,1750
Серпухов,Самарское,12:15,3:20,905,341,3500,1750
Серпухов,Кущевская,12:15,3:25,910,341,3500,1750
Серпухов,Ленинградская,12:15,3:25,910,341,3500,1750
Серпухов,Каневская,12:15,3:55,940,341,3500,1750
Серпухов,Брюховецкая,12:15,4:30,975,341,3500,1750
Серпухов,Тимашевск,12:15,4:55,1000,341,3500,1750
Серпухов,Славянск-на-Кубани,12:15,6:25,1090,341,3500,1750
Серпухов,Анастасиевская,12:15,6:45,1110,341,3500,1750
Серпухов,Темрюк,12:15,7:30,1155,341,3500,1750
Серпухов,Тамань,12:15,8:20,1205,341,3500,1750
Серпухов,Керчь,12:15,9:40,1285,341,3500,1750
Серпухов,Приморский,12:15,10:40,1345,341,3500,1750
Серпухов,Береговое,12:15,11:00,1365,341,3500,1750
Серпухов,Феодосия,12:15,11:45,1410,341,3500,1750
Серпухов,Симферополь,12:15,14:45,1590,341,3500,1750
Серпухов,Севастополь,12:15,15:45,1650,341,3500,1750
Тула,Аксай,13:45,2:50,785,341,3500,1750
Тула,Ростов-на-Дону,13:45,2:50,785,341,3500,1750
Тула,Самарское,13:45,3:20,815,341,3500,1750
Тула,Кущевская,13:45,3:25,820,341,3500,1750
Тула,Ленинградская,13:45,3:25,820,341,3500,1750
Тула,Каневская,13:45,3:55,850,341,3500,1750
Тула,Брюховецкая,13:45,4:30,885,341,3500,1750
Тула,Тимашевск,13:45,4:55,910,341,3500,1750
Тула,Славянск-на-Кубани,13:45,6:25,1000,341,3500,1750
Тула,Анастасиевская,13:45,6:45,1020,341,3500,1750
Тула,Темрюк,13:45,7:30,1065,341,3500,1750
Тула,Тамань,13:45,8:20,1115,341,3500,1750
Тула,Керчь,13:45,9:40,1195,341,3500,1750
Тула,Приморский,13:45,10:40,1255,341,3500,1750
Тула,Береговое,13:45,11:00,1275,341,3500,1750
Тула,Феодосия,13:45,11:45,1320,341,3500,1750
Тула,Симферополь,13:45,14:45,1500,341,3500,1750
Тула,Севастополь,13:45,15:45,1560,341,3500,1750
Ефремов,Самарское,16:10,3:20,670,341,3500,1750
Ефремов,Кущевская,16:10,3:25,675,341,3500,1750
Ефремов,Ленинградская,16:10,3:25,675,341,3500,1750
Ефремов,Каневская,16:10,3:55,705,341,3500,1750
Ефремов,Брюховецкая,16:10,4:30,740,341,3500,1750
Ефремов,Тимашевск,16:10,4:55,765,341,3500,1750
Ефремов,Славянск-на-Кубани,16:10,6:25,855,341,3500,1750
Ефремов,Анастасиевская,16:10,6:45,875,341,3500,1750
Ефремов,Темрюк,16:10,7:30,920,341,3500,1750
Ефремов,Тамань,16:10,8:20,970,341,3500,1750
Ефремов,Керчь,16:10,9:40,1050,341,3500,1750
Ефремов,Приморский,16:10,10:40,1110,341,3500,1750
Ефремов,Береговое,16:10,11:00,1130,341,3500,1750
Ефремов,Феодосия,16:10,11:45,1175,341,3500,1750
Ефремов,Симферополь,16:10,14:45,1355,341,3500,1750
Ефремов,Севастополь,16:10,15:45,1415,341,3500,1750
Елец,Самарское,17:00,3:20,620,341,3500,1750
Елец,Кущевская,17:00,3:25,625,341,3500,1750
Елец,Ленинградская,17:00,3:25,625,341,3500,1750
Елец,Каневская,17:00,3:55,655,341,3500,1750
Елец,Брюховецкая,17:00,4:30,690,341,3500,1750
Елец,Тимашевск,17:00,4:55,715,341,3500,1750
Елец,Славянск-на-Кубани,17:00,6:25,805,341,3500,1750
Елец,Анастасиевская,17:00,6:45,825,341,3500,1750
Елец,Темрюк,17:00,7:30,870,341,3500,1750
Елец,Тамань,17:00,8:20,920,341,3500,1750
Елец,Керчь,17:00,9:40,1000,341,3500,1750
Елец,Приморский,17:00,10:40,1060,341,3500,1750
Елец,Береговое,17:00,11:00,1080,341,3500,1750
Елец,Феодосия,17:00,11:45,1125,341,3500,1750
Елец,Симферополь,17:00,14:45,1305,341,3500,1750
Елец,Севастополь,17:00,15:45,1365,341,3500,1750
Задонск,Самарское,17:40,3:20,580,341,3500,1750
Задонск,Кущевская,17:40,3:25,585,341,3500,1750
Задонск,Ленинградская,17:40,3:25,585,341,3500,1750
Задонск,Каневская,17:40,3:55,615,341,3500,1750
Задонск,Брюховецкая,17:40,4:30,650,341,3500,1750
Задонск,Тимашевск,17:40,4:55,675,341,3500,1750
Задонск,Славянск-на-Кубани,17:40,6:25,765,341,3500,1750
Задонск,Анастасиевская,17:40,6:45,785,341,3500,1750
Задонск,Темрюк,17:40,7:30,830,341,3500,1750
Задонск,Тамань,17:40,8:20,880,341,3500,1750
Задонск,Керчь,17:40,9:40,960,341,3500,1750
Задонск,Приморский,17:40,10:40,1020,341,3500,1750
Задонск,Береговое,17:40,11:00,1040,341,3500,1750
Задонск,Феодосия,17:40,11:45,1085,341,3500,1750
Задонск,Симферополь,17:40,14:45,1265,341,3500,1750
Задонск,Севастополь,17:40,15:45,1325,341,3500,1750
Хлевное,Самарское,18:10,3:20,550,341,3500,1750
Хлевное,Кущевская,18:10,3:25,555,341,3500,1750
Хлевное,Ленинградская,18:10,3:25,555,341,3500,1750
Хлевное,Каневская,18:10,3:55,585,341,3500,1750
Хлевное,Брюховецкая,18:10,4:30,620,341,3500,1750
Хлевное,Тимашевск,18:10,4:55,645,341,3500,1750
Хлевное,Славянск-на-Кубани,18:10,6:25,735,341,3500,1750
Хлевное,Анастасиевская,18:10,6:45,755,341,3500,1750
Хлевное,Темрюк,18:10,7:30,800,341,3500,1750
Хлевное,Тамань,18:10,8:20,850,341,3500,1750
Хлевное,Керчь,18:10,9:40,930,341,3500,1750
Хлевное,Приморский,18:10,10:40,990,341,3500,1750
Хлевное,Береговое,18:10,11:00,1010,341,3500,1750
Хлевное,Феодосия,18:10,11:45,1055,341,3500,1750
Хлевное,Симферополь,18:10,14:45,1235,341,3500,1750
Хлевное,Севастополь,18:10,15:45,1295,341,3500,1750
Рамонь,Самарское,18:45,3:20,515,341,3500,1750
Рамонь,Кущевская,18:45,3:25,520,341,3500,1750
Рамонь,Ленинградская,18:45,3:25,520,341,3500,1750
Рамонь,Каневская,18:45,3:55,550,341,3500,1750
Рамонь,Брюховецкая,18:45,4:30,585,341,3500,1750
Рамонь,Тимашевск,18:45,4:55,610,341,3500,1750
Рамонь,Славянск-на-Кубани,18:45,6:25,700,341,3500,1750
Рамонь,Анастасиевская,18:45,6:45,720,341,3500,1750
Рамонь,Темрюк,18:45,7:30,765,341,3500,1750
Рамонь,Тамань,18:45,8:20,815,341,3500,1750
Рамонь,Керчь,18:45,9:40,895,341,3500,1750
Рамонь,Приморский,18:45,10:40,955,341,3500,1750
Рамонь,Береговое,18:45,11:00,975,341,3500,1750
Рамонь,Феодосия,18:45,11:45,1020,341,3500,1750
Рамонь,Симферополь,18:45,14:45,1200,341,3500,1750
Рамонь,Севастополь,18:45,15:45,1260,341,3500,1750
Воронеж,Самарское,19:40,3:20,460,341,3500,1750
Воронеж,Кущевская,19:40,3:25,465,341,3500,1750
Воронеж,Ленинградская,19:40,3:25,465,341,3500,1750
Воронеж,Каневская,19:40,3:55,495,341,3500,1750
Воронеж,Брюховецкая,19:40,4:30,530,341,3500,1750
Воронеж,Тимашевск,19:40,4:55,555,341,3500,1750
Воронеж,Славянск-на-Кубани,19:40,6:25,645,341,3500,1750
Воронеж,Анастасиевская,19:40,6:45,665,341,3500,1750
Воронеж,Темрюк,19:40,7:30,710,341,3500,1750
Воронеж,Тамань,19:40,8:20,760,341,3500,1750
Воронеж,Керчь,19:40,9:40,840,341,3500,1750
Воронеж,Приморский,19:40,10:40,900,341,3500,1750
Воронеж,Береговое,19:40,11:00,920,341,3500,1750
Воронеж,Феодосия,19:40,11:45,965,341,3500,1750
Воронеж,Симферополь,19:40,14:45,1145,341,3500,1750
Воронеж,Севастополь,19:40,15:45,1205,341,3500,1750
Каширское,Самарское,20:25,3:20,415,341,3500,1750
Каширское,Кущевская,20:25,3:25,420,341,3500,1750
Каширское,Ленинградская,20:25,3:25,420,341,3500,1750
Каширское,Каневская,20:25,3:55,450,341,3500,1750
Каширское,Брюховецкая,20:25,4:30,485,341,3500,1750
Каширское,Тимашевск,20:25,4:55,510,341,3500,1750
Каширское,Славянск-на-Кубани,20:25,6:25,600,341,3500,1750
Каширское,Анастасиевская,20:25,6:45,620,341,3500,1750
Каширское,Темрюк,20:25,7:30,665,341,3500,1750
Каширское,Тамань,20:25,8:20,715,341,3500,1750
Каширское,Керчь,20:25,9:40,795,341,3500,1750
Каширское,Приморский,20:25,10:40,855,341,3500,1750
Каширское,Береговое,20:25,11:00,875,341,3500,1750
Каширское,Феодосия,20:25,11:45,920,341,3500,1750
Каширское,Симферополь,20:25,14:45,1100,341,3500,1750
Каширское,Севастополь,20:25,15:45,1160,341,3500,1750
Лиски,Самарское,20:55,3:20,385,341,3500,1750
Лиски,Кущевская,20:55,3:25,390,341,3500,1750
Лиски,Ленинградская,20:55,3:25,390,341,3500,1750
Лиски,Каневская,20:55,3:55,420,341,3500,1750
Лиски,Брюховецкая,20:55,4:30,455,341,3500,1750
